# Thet  eta  binding
252.31 102.42 0.55
252.64 102.42 0.55
252.96 102.42 0.56
253.28 102.42 0.56
253.61 102.42 0.57
253.93 102.42 0.57
254.25 102.42 0.58
254.58 102.42 0.58
254.90 102.42 0.59
255.22 102.42 0.59
255.55 102.42 0.60
255.87 102.42 0.60
256.19 102.42 0.61
256.52 102.42 0.61
256.84 102.42 0.62
257.16 102.42 0.62
257.48 102.42 0.63
257.81 102.42 0.63
258.13 102.42 0.64
258.45 102.42 0.64
258.78 102.42 0.65
259.10 102.42 0.65
259.42 102.42 0.66
259.75 102.42 0.66
260.07 102.42 0.67
260.39 102.42 0.67
260.72 102.42 0.68
261.04 102.42 0.69
261.36 102.42 0.69
261.69 102.42 0.70
262.01 102.42 0.70
262.33 102.42 0.71
262.66 102.42 0.71
262.98 102.42 0.72
263.30 102.42 0.72
263.63 102.42 0.73
263.95 102.42 0.73
264.27 102.42 0.74
264.60 102.42 0.74
264.92 102.42 0.75
265.24 102.42 0.75
265.57 102.42 0.76
265.89 102.42 0.76
266.21 102.42 0.77
266.54 102.42 0.77
266.86 102.42 0.78
267.18 102.42 0.79
267.51 102.42 0.79
267.83 102.42 0.80
268.15 102.42 0.80
268.47 102.42 0.81
268.80 102.42 0.82
269.12 102.42 0.82
269.44 102.42 0.83
269.77 102.42 0.84
270.09 102.42 0.85
270.41 102.42 0.85
270.74 102.42 0.86
271.06 102.42 0.87
271.38 102.42 0.88
271.71 102.42 0.89
272.03 102.42 0.89
272.35 102.42 0.90
272.68 102.42 0.91
273.00 102.42 0.92
241.00 104.04 0.37
241.32 104.04 0.37
241.65 104.04 0.38
241.97 104.04 0.38
242.29 104.04 0.39
242.62 104.04 0.39
242.94 104.04 0.40
243.26 104.04 0.40
243.59 104.04 0.41
243.91 104.04 0.41
244.23 104.04 0.42
244.56 104.04 0.42
244.88 104.04 0.43
245.20 104.04 0.43
245.53 104.04 0.44
245.85 104.04 0.44
246.17 104.04 0.45
246.49 104.04 0.46
246.82 104.04 0.46
247.14 104.04 0.47
247.46 104.04 0.47
247.79 104.04 0.48
248.11 104.04 0.48
248.43 104.04 0.49
248.76 104.04 0.49
249.08 104.04 0.50
249.40 104.04 0.50
249.73 104.04 0.51
250.05 104.04 0.51
250.37 104.04 0.52
250.70 104.04 0.52
251.02 104.04 0.53
251.34 104.04 0.54
251.67 104.04 0.54
251.99 104.04 0.55
252.31 104.04 0.55
252.64 104.04 0.56
252.96 104.04 0.56
253.28 104.04 0.57
253.61 104.04 0.57
253.93 104.04 0.58
254.25 104.04 0.58
254.58 104.04 0.59
254.90 104.04 0.59
255.22 104.04 0.60
255.55 104.04 0.60
255.87 104.04 0.61
256.19 104.04 0.61
256.52 104.04 0.62
256.84 104.04 0.62
257.16 104.04 0.63
257.48 104.04 0.63
257.81 104.04 0.64
258.13 104.04 0.64
258.45 104.04 0.65
258.78 104.04 0.65
259.10 104.04 0.66
259.42 104.04 0.66
259.75 104.04 0.67
260.07 104.04 0.67
260.39 104.04 0.68
260.72 104.04 0.68
261.04 104.04 0.69
261.36 104.04 0.69
261.69 104.04 0.70
262.01 104.04 0.71
262.33 104.04 0.71
262.66 104.04 0.72
262.98 104.04 0.72
263.30 104.04 0.73
263.63 104.04 0.73
263.95 104.04 0.74
264.27 104.04 0.74
264.60 104.04 0.75
264.92 104.04 0.75
265.24 104.04 0.76
265.57 104.04 0.76
265.89 104.04 0.77
266.21 104.04 0.77
266.54 104.04 0.78
266.86 104.04 0.78
267.18 104.04 0.79
267.51 104.04 0.80
267.83 104.04 0.80
268.15 104.04 0.81
268.47 104.04 0.81
268.80 104.04 0.82
269.12 104.04 0.83
269.44 104.04 0.84
269.77 104.04 0.84
270.09 104.04 0.85
270.41 104.04 0.86
270.74 104.04 0.87
271.06 104.04 0.87
271.38 104.04 0.88
271.71 104.04 0.89
272.03 104.04 0.90
272.35 104.04 0.90
272.68 104.04 0.91
273.00 104.04 0.92
241.00 105.66 0.37
241.32 105.66 0.37
241.65 105.66 0.38
241.97 105.66 0.38
242.29 105.66 0.39
242.62 105.66 0.39
242.94 105.66 0.40
243.26 105.66 0.40
243.59 105.66 0.41
243.91 105.66 0.41
244.23 105.66 0.42
244.56 105.66 0.42
244.88 105.66 0.43
245.20 105.66 0.43
245.53 105.66 0.44
245.85 105.66 0.45
246.17 105.66 0.45
246.49 105.66 0.46
246.82 105.66 0.46
247.14 105.66 0.47
247.46 105.66 0.47
247.79 105.66 0.48
248.11 105.66 0.49
248.43 105.66 0.49
248.76 105.66 0.50
249.08 105.66 0.50
249.40 105.66 0.51
249.73 105.66 0.51
250.05 105.66 0.52
250.37 105.66 0.52
250.70 105.66 0.53
251.02 105.66 0.53
251.34 105.66 0.54
251.67 105.66 0.54
251.99 105.66 0.55
252.31 105.66 0.55
252.64 105.66 0.56
252.96 105.66 0.56
253.28 105.66 0.57
253.61 105.66 0.57
253.93 105.66 0.58
254.25 105.66 0.58
254.58 105.66 0.59
254.90 105.66 0.59
255.22 105.66 0.60
255.55 105.66 0.60
255.87 105.66 0.61
256.19 105.66 0.61
256.52 105.66 0.62
256.84 105.66 0.62
257.16 105.66 0.63
257.48 105.66 0.63
257.81 105.66 0.64
258.13 105.66 0.64
258.45 105.66 0.65
258.78 105.66 0.66
259.10 105.66 0.66
259.42 105.66 0.67
259.75 105.66 0.67
260.07 105.66 0.68
260.39 105.66 0.68
260.72 105.66 0.69
261.04 105.66 0.69
261.36 105.66 0.70
261.69 105.66 0.70
262.01 105.66 0.71
262.33 105.66 0.71
262.66 105.66 0.72
262.98 105.66 0.72
263.30 105.66 0.73
263.63 105.66 0.73
263.95 105.66 0.74
264.27 105.66 0.75
264.60 105.66 0.75
264.92 105.66 0.76
265.24 105.66 0.76
265.57 105.66 0.77
265.89 105.66 0.77
266.21 105.66 0.78
266.54 105.66 0.78
266.86 105.66 0.79
267.18 105.66 0.79
267.51 105.66 0.80
267.83 105.66 0.81
268.15 105.66 0.81
268.47 105.66 0.82
268.80 105.66 0.83
269.12 105.66 0.83
269.44 105.66 0.84
269.77 105.66 0.85
270.09 105.66 0.86
270.41 105.66 0.86
270.74 105.66 0.87
271.06 105.66 0.88
271.38 105.66 0.89
271.71 105.66 0.89
272.03 105.66 0.90
272.35 105.66 0.91
272.68 105.66 0.92
273.00 105.66 0.92
241.00 107.27 0.37
241.32 107.27 0.37
241.65 107.27 0.38
241.97 107.27 0.38
242.29 107.27 0.39
242.62 107.27 0.39
242.94 107.27 0.40
243.26 107.27 0.40
243.59 107.27 0.41
243.91 107.27 0.41
244.23 107.27 0.42
244.56 107.27 0.42
244.88 107.27 0.43
245.20 107.27 0.44
245.53 107.27 0.44
245.85 107.27 0.45
246.17 107.27 0.45
246.49 107.27 0.46
246.82 107.27 0.46
247.14 107.27 0.47
247.46 107.27 0.48
247.79 107.27 0.48
248.11 107.27 0.49
248.43 107.27 0.49
248.76 107.27 0.50
249.08 107.27 0.50
249.40 107.27 0.51
249.73 107.27 0.51
250.05 107.27 0.52
250.37 107.27 0.52
250.70 107.27 0.53
251.02 107.27 0.53
251.34 107.27 0.54
251.67 107.27 0.55
251.99 107.27 0.55
252.31 107.27 0.56
252.64 107.27 0.56
252.96 107.27 0.57
253.28 107.27 0.57
253.61 107.27 0.58
253.93 107.27 0.58
254.25 107.27 0.59
254.58 107.27 0.59
254.90 107.27 0.60
255.22 107.27 0.60
255.55 107.27 0.61
255.87 107.27 0.61
256.19 107.27 0.62
256.52 107.27 0.62
256.84 107.27 0.63
257.16 107.27 0.63
257.48 107.27 0.64
257.81 107.27 0.64
258.13 107.27 0.65
258.45 107.27 0.65
258.78 107.27 0.66
259.10 107.27 0.66
259.42 107.27 0.67
259.75 107.27 0.67
260.07 107.27 0.68
260.39 107.27 0.69
260.72 107.27 0.69
261.04 107.27 0.70
261.36 107.27 0.70
261.69 107.27 0.71
262.01 107.27 0.71
262.33 107.27 0.72
262.66 107.27 0.72
262.98 107.27 0.73
263.30 107.27 0.73
263.63 107.27 0.74
263.95 107.27 0.74
264.27 107.27 0.75
264.60 107.27 0.75
264.92 107.27 0.76
265.24 107.27 0.76
265.57 107.27 0.77
265.89 107.27 0.78
266.21 107.27 0.78
266.54 107.27 0.79
266.86 107.27 0.79
267.18 107.27 0.80
267.51 107.27 0.80
267.83 107.27 0.81
268.15 107.27 0.82
268.47 107.27 0.82
268.80 107.27 0.83
269.12 107.27 0.84
269.44 107.27 0.85
269.77 107.27 0.85
270.09 107.27 0.86
270.41 107.27 0.87
270.74 107.27 0.88
271.06 107.27 0.88
271.38 107.27 0.89
271.71 107.27 0.90
272.03 107.27 0.91
272.35 107.27 0.91
272.68 107.27 0.92
273.00 107.27 0.93
241.00 108.89 0.37
241.32 108.89 0.37
241.65 108.89 0.38
241.97 108.89 0.38
242.29 108.89 0.39
242.62 108.89 0.39
242.94 108.89 0.40
243.26 108.89 0.40
243.59 108.89 0.41
243.91 108.89 0.41
244.23 108.89 0.42
244.56 108.89 0.43
244.88 108.89 0.43
245.20 108.89 0.44
245.53 108.89 0.44
245.85 108.89 0.45
246.17 108.89 0.46
246.49 108.89 0.46
246.82 108.89 0.47
247.14 108.89 0.47
247.46 108.89 0.48
247.79 108.89 0.48
248.11 108.89 0.49
248.43 108.89 0.49
248.76 108.89 0.50
249.08 108.89 0.51
249.40 108.89 0.51
249.73 108.89 0.52
250.05 108.89 0.52
250.37 108.89 0.53
250.70 108.89 0.53
251.02 108.89 0.54
251.34 108.89 0.54
251.67 108.89 0.55
251.99 108.89 0.55
252.31 108.89 0.56
252.64 108.89 0.56
252.96 108.89 0.57
253.28 108.89 0.57
253.61 108.89 0.58
253.93 108.89 0.58
254.25 108.89 0.59
254.58 108.89 0.59
254.90 108.89 0.60
255.22 108.89 0.60
255.55 108.89 0.61
255.87 108.89 0.61
256.19 108.89 0.62
256.52 108.89 0.63
256.84 108.89 0.63
257.16 108.89 0.64
257.48 108.89 0.64
257.81 108.89 0.65
258.13 108.89 0.65
258.45 108.89 0.66
258.78 108.89 0.66
259.10 108.89 0.67
259.42 108.89 0.67
259.75 108.89 0.68
260.07 108.89 0.68
260.39 108.89 0.69
260.72 108.89 0.69
261.04 108.89 0.70
261.36 108.89 0.70
261.69 108.89 0.71
262.01 108.89 0.72
262.33 108.89 0.72
262.66 108.89 0.73
262.98 108.89 0.73
263.30 108.89 0.74
263.63 108.89 0.74
263.95 108.89 0.75
264.27 108.89 0.75
264.60 108.89 0.76
264.92 108.89 0.76
265.24 108.89 0.77
265.57 108.89 0.77
265.89 108.89 0.78
266.21 108.89 0.78
266.54 108.89 0.79
266.86 108.89 0.80
267.18 108.89 0.80
267.51 108.89 0.81
267.83 108.89 0.82
268.15 108.89 0.82
268.47 108.89 0.83
268.80 108.89 0.84
269.12 108.89 0.84
269.44 108.89 0.85
269.77 108.89 0.86
270.09 108.89 0.87
270.41 108.89 0.87
270.74 108.89 0.88
271.06 108.89 0.89
271.38 108.89 0.89
271.71 108.89 0.90
272.03 108.89 0.91
272.35 108.89 0.92
272.68 108.89 0.92
273.00 108.89 0.93
241.00 110.51 0.37
241.32 110.51 0.37
241.65 110.51 0.38
241.97 110.51 0.38
242.29 110.51 0.39
242.62 110.51 0.39
242.94 110.51 0.40
243.26 110.51 0.40
243.59 110.51 0.41
243.91 110.51 0.42
244.23 110.51 0.42
244.56 110.51 0.43
244.88 110.51 0.43
245.20 110.51 0.44
245.53 110.51 0.44
245.85 110.51 0.45
246.17 110.51 0.46
246.49 110.51 0.46
246.82 110.51 0.47
247.14 110.51 0.47
247.46 110.51 0.48
247.79 110.51 0.49
248.11 110.51 0.49
248.43 110.51 0.50
248.76 110.51 0.50
249.08 110.51 0.51
249.40 110.51 0.51
249.73 110.51 0.52
250.05 110.51 0.52
250.37 110.51 0.53
250.70 110.51 0.53
251.02 110.51 0.54
251.34 110.51 0.54
251.67 110.51 0.55
251.99 110.51 0.56
252.31 110.51 0.56
252.64 110.51 0.57
252.96 110.51 0.57
253.28 110.51 0.58
253.61 110.51 0.58
253.93 110.51 0.59
254.25 110.51 0.59
254.58 110.51 0.60
254.90 110.51 0.60
255.22 110.51 0.61
255.55 110.51 0.61
255.87 110.51 0.62
256.19 110.51 0.62
256.52 110.51 0.63
256.84 110.51 0.63
257.16 110.51 0.64
257.48 110.51 0.64
257.81 110.51 0.65
258.13 110.51 0.65
258.45 110.51 0.66
258.78 110.51 0.67
259.10 110.51 0.67
259.42 110.51 0.68
259.75 110.51 0.68
260.07 110.51 0.69
260.39 110.51 0.69
260.72 110.51 0.70
261.04 110.51 0.70
261.36 110.51 0.71
261.69 110.51 0.71
262.01 110.51 0.72
262.33 110.51 0.72
262.66 110.51 0.73
262.98 110.51 0.73
263.30 110.51 0.74
263.63 110.51 0.75
263.95 110.51 0.75
264.27 110.51 0.76
264.60 110.51 0.76
264.92 110.51 0.77
265.24 110.51 0.77
265.57 110.51 0.78
265.89 110.51 0.78
266.21 110.51 0.79
266.54 110.51 0.79
266.86 110.51 0.80
267.18 110.51 0.81
267.51 110.51 0.81
267.83 110.51 0.82
268.15 110.51 0.83
268.47 110.51 0.83
268.80 110.51 0.84
269.12 110.51 0.85
269.44 110.51 0.85
269.77 110.51 0.86
270.09 110.51 0.87
270.41 110.51 0.88
270.74 110.51 0.88
271.06 110.51 0.89
271.38 110.51 0.90
271.71 110.51 0.91
272.03 110.51 0.91
272.35 110.51 0.92
272.68 110.51 0.93
273.00 110.51 0.93
241.00 112.12 0.37
241.32 112.12 0.37
241.65 112.12 0.38
241.97 112.12 0.38
242.29 112.12 0.39
242.62 112.12 0.39
242.94 112.12 0.40
243.26 112.12 0.40
243.59 112.12 0.41
243.91 112.12 0.42
244.23 112.12 0.42
244.56 112.12 0.43
244.88 112.12 0.43
245.20 112.12 0.44
245.53 112.12 0.45
245.85 112.12 0.45
246.17 112.12 0.46
246.49 112.12 0.46
246.82 112.12 0.47
247.14 112.12 0.48
247.46 112.12 0.48
247.79 112.12 0.49
248.11 112.12 0.49
248.43 112.12 0.50
248.76 112.12 0.50
249.08 112.12 0.51
249.40 112.12 0.52
249.73 112.12 0.52
250.05 112.12 0.53
250.37 112.12 0.53
250.70 112.12 0.54
251.02 112.12 0.54
251.34 112.12 0.55
251.67 112.12 0.55
251.99 112.12 0.56
252.31 112.12 0.56
252.64 112.12 0.57
252.96 112.12 0.57
253.28 112.12 0.58
253.61 112.12 0.58
253.93 112.12 0.59
254.25 112.12 0.59
254.58 112.12 0.60
254.90 112.12 0.61
255.22 112.12 0.61
255.55 112.12 0.62
255.87 112.12 0.62
256.19 112.12 0.63
256.52 112.12 0.63
256.84 112.12 0.64
257.16 112.12 0.64
257.48 112.12 0.65
257.81 112.12 0.65
258.13 112.12 0.66
258.45 112.12 0.66
258.78 112.12 0.67
259.10 112.12 0.67
259.42 112.12 0.68
259.75 112.12 0.68
260.07 112.12 0.69
260.39 112.12 0.70
260.72 112.12 0.70
261.04 112.12 0.71
261.36 112.12 0.71
261.69 112.12 0.72
262.01 112.12 0.72
262.33 112.12 0.73
262.66 112.12 0.73
262.98 112.12 0.74
263.30 112.12 0.74
263.63 112.12 0.75
263.95 112.12 0.75
264.27 112.12 0.76
264.60 112.12 0.76
264.92 112.12 0.77
265.24 112.12 0.78
265.57 112.12 0.78
265.89 112.12 0.79
266.21 112.12 0.79
266.54 112.12 0.80
266.86 112.12 0.80
267.18 112.12 0.81
267.51 112.12 0.82
267.83 112.12 0.82
268.15 112.12 0.83
268.47 112.12 0.84
268.80 112.12 0.84
269.12 112.12 0.85
269.44 112.12 0.86
269.77 112.12 0.87
270.09 112.12 0.87
270.41 112.12 0.88
270.74 112.12 0.89
271.06 112.12 0.90
271.38 112.12 0.90
271.71 112.12 0.91
272.03 112.12 0.92
272.35 112.12 0.92
272.68 112.12 0.93
273.00 112.12 0.94
241.00 113.74 0.37
241.32 113.74 0.37
241.65 113.74 0.38
241.97 113.74 0.38
242.29 113.74 0.39
242.62 113.74 0.39
242.94 113.74 0.40
243.26 113.74 0.41
243.59 113.74 0.41
243.91 113.74 0.42
244.23 113.74 0.42
244.56 113.74 0.43
244.88 113.74 0.44
245.20 113.74 0.44
245.53 113.74 0.45
245.85 113.74 0.45
246.17 113.74 0.46
246.49 113.74 0.47
246.82 113.74 0.47
247.14 113.74 0.48
247.46 113.74 0.48
247.79 113.74 0.49
248.11 113.74 0.50
248.43 113.74 0.50
248.76 113.74 0.51
249.08 113.74 0.51
249.40 113.74 0.52
249.73 113.74 0.52
250.05 113.74 0.53
250.37 113.74 0.53
250.70 113.74 0.54
251.02 113.74 0.54
251.34 113.74 0.55
251.67 113.74 0.56
251.99 113.74 0.56
252.31 113.74 0.57
252.64 113.74 0.57
252.96 113.74 0.58
253.28 113.74 0.58
253.61 113.74 0.59
253.93 113.74 0.59
254.25 113.74 0.60
254.58 113.74 0.60
254.90 113.74 0.61
255.22 113.74 0.61
255.55 113.74 0.62
255.87 113.74 0.62
256.19 113.74 0.63
256.52 113.74 0.63
256.84 113.74 0.64
257.16 113.74 0.65
257.48 113.74 0.65
257.81 113.74 0.66
258.13 113.74 0.66
258.45 113.74 0.67
258.78 113.74 0.67
259.10 113.74 0.68
259.42 113.74 0.68
259.75 113.74 0.69
260.07 113.74 0.69
260.39 113.74 0.70
260.72 113.74 0.70
261.04 113.74 0.71
261.36 113.74 0.72
261.69 113.74 0.72
262.01 113.74 0.73
262.33 113.74 0.73
262.66 113.74 0.74
262.98 113.74 0.74
263.30 113.74 0.75
263.63 113.74 0.75
263.95 113.74 0.76
264.27 113.74 0.76
264.60 113.74 0.77
264.92 113.74 0.77
265.24 113.74 0.78
265.57 113.74 0.79
265.89 113.74 0.79
266.21 113.74 0.80
266.54 113.74 0.80
266.86 113.74 0.81
267.18 113.74 0.82
267.51 113.74 0.82
267.83 113.74 0.83
268.15 113.74 0.83
268.47 113.74 0.84
268.80 113.74 0.85
269.12 113.74 0.86
269.44 113.74 0.86
269.77 113.74 0.87
270.09 113.74 0.88
270.41 113.74 0.88
270.74 113.74 0.89
271.06 113.74 0.90
271.38 113.74 0.91
271.71 113.74 0.91
272.03 113.74 0.92
272.35 113.74 0.93
272.68 113.74 0.93
273.00 113.74 0.94
241.00 115.35 0.37
241.32 115.35 0.37
241.65 115.35 0.38
241.97 115.35 0.38
242.29 115.35 0.39
242.62 115.35 0.40
242.94 115.35 0.40
243.26 115.35 0.41
243.59 115.35 0.41
243.91 115.35 0.42
244.23 115.35 0.42
244.56 115.35 0.43
244.88 115.35 0.44
245.20 115.35 0.44
245.53 115.35 0.45
245.85 115.35 0.46
246.17 115.35 0.46
246.49 115.35 0.47
246.82 115.35 0.47
247.14 115.35 0.48
247.46 115.35 0.49
247.79 115.35 0.49
248.11 115.35 0.50
248.43 115.35 0.50
248.76 115.35 0.51
249.08 115.35 0.51
249.40 115.35 0.52
249.73 115.35 0.53
250.05 115.35 0.53
250.37 115.35 0.54
250.70 115.35 0.54
251.02 115.35 0.55
251.34 115.35 0.55
251.67 115.35 0.56
251.99 115.35 0.56
252.31 115.35 0.57
252.64 115.35 0.57
252.96 115.35 0.58
253.28 115.35 0.58
253.61 115.35 0.59
253.93 115.35 0.60
254.25 115.35 0.60
254.58 115.35 0.61
254.90 115.35 0.61
255.22 115.35 0.62
255.55 115.35 0.62
255.87 115.35 0.63
256.19 115.35 0.63
256.52 115.35 0.64
256.84 115.35 0.64
257.16 115.35 0.65
257.48 115.35 0.65
257.81 115.35 0.66
258.13 115.35 0.66
258.45 115.35 0.67
258.78 115.35 0.68
259.10 115.35 0.68
259.42 115.35 0.69
259.75 115.35 0.69
260.07 115.35 0.70
260.39 115.35 0.70
260.72 115.35 0.71
261.04 115.35 0.71
261.36 115.35 0.72
261.69 115.35 0.72
262.01 115.35 0.73
262.33 115.35 0.73
262.66 115.35 0.74
262.98 115.35 0.75
263.30 115.35 0.75
263.63 115.35 0.76
263.95 115.35 0.76
264.27 115.35 0.77
264.60 115.35 0.77
264.92 115.35 0.78
265.24 115.35 0.78
265.57 115.35 0.79
265.89 115.35 0.79
266.21 115.35 0.80
266.54 115.35 0.81
266.86 115.35 0.81
267.18 115.35 0.82
267.51 115.35 0.83
267.83 115.35 0.83
268.15 115.35 0.84
268.47 115.35 0.85
268.80 115.35 0.85
269.12 115.35 0.86
269.44 115.35 0.87
269.77 115.35 0.87
270.09 115.35 0.88
270.41 115.35 0.89
270.74 115.35 0.90
271.06 115.35 0.90
271.38 115.35 0.91
271.71 115.35 0.92
272.03 115.35 0.92
272.35 115.35 0.93
272.68 115.35 0.94
273.00 115.35 0.94
241.00 116.97 0.37
241.32 116.97 0.37
241.65 116.97 0.38
241.97 116.97 0.38
242.29 116.97 0.39
242.62 116.97 0.40
242.94 116.97 0.40
243.26 116.97 0.41
243.59 116.97 0.41
243.91 116.97 0.42
244.23 116.97 0.43
244.56 116.97 0.43
244.88 116.97 0.44
245.20 116.97 0.45
245.53 116.97 0.45
245.85 116.97 0.46
246.17 116.97 0.46
246.49 116.97 0.47
246.82 116.97 0.48
247.14 116.97 0.48
247.46 116.97 0.49
247.79 116.97 0.49
248.11 116.97 0.50
248.43 116.97 0.51
248.76 116.97 0.51
249.08 116.97 0.52
249.40 116.97 0.52
249.73 116.97 0.53
250.05 116.97 0.53
250.37 116.97 0.54
250.70 116.97 0.54
251.02 116.97 0.55
251.34 116.97 0.56
251.67 116.97 0.56
251.99 116.97 0.57
252.31 116.97 0.57
252.64 116.97 0.58
252.96 116.97 0.58
253.28 116.97 0.59
253.61 116.97 0.59
253.93 116.97 0.60
254.25 116.97 0.60
254.58 116.97 0.61
254.90 116.97 0.61
255.22 116.97 0.62
255.55 116.97 0.62
255.87 116.97 0.63
256.19 116.97 0.64
256.52 116.97 0.64
256.84 116.97 0.65
257.16 116.97 0.65
257.48 116.97 0.66
257.81 116.97 0.66
258.13 116.97 0.67
258.45 116.97 0.67
258.78 116.97 0.68
259.10 116.97 0.68
259.42 116.97 0.69
259.75 116.97 0.69
260.07 116.97 0.70
260.39 116.97 0.71
260.72 116.97 0.71
261.04 116.97 0.72
261.36 116.97 0.72
261.69 116.97 0.73
262.01 116.97 0.73
262.33 116.97 0.74
262.66 116.97 0.74
262.98 116.97 0.75
263.30 116.97 0.75
263.63 116.97 0.76
263.95 116.97 0.76
264.27 116.97 0.77
264.60 116.97 0.78
264.92 116.97 0.78
265.24 116.97 0.79
265.57 116.97 0.79
265.89 116.97 0.80
266.21 116.97 0.80
266.54 116.97 0.81
266.86 116.97 0.82
267.18 116.97 0.82
267.51 116.97 0.83
267.83 116.97 0.84
268.15 116.97 0.84
268.47 116.97 0.85
268.80 116.97 0.86
269.12 116.97 0.86
269.44 116.97 0.87
269.77 116.97 0.88
270.09 116.97 0.88
270.41 116.97 0.89
270.74 116.97 0.90
271.06 116.97 0.91
271.38 116.97 0.91
271.71 116.97 0.92
272.03 116.97 0.93
272.35 116.97 0.93
272.68 116.97 0.94
273.00 116.97 0.94
241.00 118.59 0.37
241.32 118.59 0.37
241.65 118.59 0.38
241.97 118.59 0.38
242.29 118.59 0.39
242.62 118.59 0.40
242.94 118.59 0.40
243.26 118.59 0.41
243.59 118.59 0.41
243.91 118.59 0.42
244.23 118.59 0.43
244.56 118.59 0.43
244.88 118.59 0.44
245.20 118.59 0.45
245.53 118.59 0.45
245.85 118.59 0.46
246.17 118.59 0.47
246.49 118.59 0.47
246.82 118.59 0.48
247.14 118.59 0.48
247.46 118.59 0.49
247.79 118.59 0.50
248.11 118.59 0.50
248.43 118.59 0.51
248.76 118.59 0.51
249.08 118.59 0.52
249.40 118.59 0.52
249.73 118.59 0.53
250.05 118.59 0.54
250.37 118.59 0.54
250.70 118.59 0.55
251.02 118.59 0.55
251.34 118.59 0.56
251.67 118.59 0.56
251.99 118.59 0.57
252.31 118.59 0.57
252.64 118.59 0.58
252.96 118.59 0.58
253.28 118.59 0.59
253.61 118.59 0.60
253.93 118.59 0.60
254.25 118.59 0.61
254.58 118.59 0.61
254.90 118.59 0.62
255.22 118.59 0.62
255.55 118.59 0.63
255.87 118.59 0.63
256.19 118.59 0.64
256.52 118.59 0.64
256.84 118.59 0.65
257.16 118.59 0.65
257.48 118.59 0.66
257.81 118.59 0.67
258.13 118.59 0.67
258.45 118.59 0.68
258.78 118.59 0.68
259.10 118.59 0.69
259.42 118.59 0.69
259.75 118.59 0.70
260.07 118.59 0.70
260.39 118.59 0.71
260.72 118.59 0.71
261.04 118.59 0.72
261.36 118.59 0.73
261.69 118.59 0.73
262.01 118.59 0.74
262.33 118.59 0.74
262.66 118.59 0.75
262.98 118.59 0.75
263.30 118.59 0.76
263.63 118.59 0.76
263.95 118.59 0.77
264.27 118.59 0.77
264.60 118.59 0.78
264.92 118.59 0.78
265.24 118.59 0.79
265.57 118.59 0.80
265.89 118.59 0.80
266.21 118.59 0.81
266.54 118.59 0.81
266.86 118.59 0.82
267.18 118.59 0.83
267.51 118.59 0.83
267.83 118.59 0.84
268.15 118.59 0.85
268.47 118.59 0.85
268.80 118.59 0.86
269.12 118.59 0.87
269.44 118.59 0.87
269.77 118.59 0.88
270.09 118.59 0.89
270.41 118.59 0.90
270.74 118.59 0.90
271.06 118.59 0.91
271.38 118.59 0.92
271.71 118.59 0.92
272.03 118.59 0.93
272.35 118.59 0.94
272.68 118.59 0.94
273.00 118.59 0.95
241.00 120.20 0.37
241.32 120.20 0.37
241.65 120.20 0.38
241.97 120.20 0.39
242.29 120.20 0.39
242.62 120.20 0.40
242.94 120.20 0.40
243.26 120.20 0.41
243.59 120.20 0.42
243.91 120.20 0.42
244.23 120.20 0.43
244.56 120.20 0.44
244.88 120.20 0.44
245.20 120.20 0.45
245.53 120.20 0.46
245.85 120.20 0.46
246.17 120.20 0.47
246.49 120.20 0.47
246.82 120.20 0.48
247.14 120.20 0.49
247.46 120.20 0.49
247.79 120.20 0.50
248.11 120.20 0.50
248.43 120.20 0.51
248.76 120.20 0.52
249.08 120.20 0.52
249.40 120.20 0.53
249.73 120.20 0.53
250.05 120.20 0.54
250.37 120.20 0.54
250.70 120.20 0.55
251.02 120.20 0.55
251.34 120.20 0.56
251.67 120.20 0.57
251.99 120.20 0.57
252.31 120.20 0.58
252.64 120.20 0.58
252.96 120.20 0.59
253.28 120.20 0.59
253.61 120.20 0.60
253.93 120.20 0.60
254.25 120.20 0.61
254.58 120.20 0.61
254.90 120.20 0.62
255.22 120.20 0.63
255.55 120.20 0.63
255.87 120.20 0.64
256.19 120.20 0.64
256.52 120.20 0.65
256.84 120.20 0.65
257.16 120.20 0.66
257.48 120.20 0.66
257.81 120.20 0.67
258.13 120.20 0.67
258.45 120.20 0.68
258.78 120.20 0.69
259.10 120.20 0.69
259.42 120.20 0.70
259.75 120.20 0.70
260.07 120.20 0.71
260.39 120.20 0.71
260.72 120.20 0.72
261.04 120.20 0.72
261.36 120.20 0.73
261.69 120.20 0.73
262.01 120.20 0.74
262.33 120.20 0.74
262.66 120.20 0.75
262.98 120.20 0.76
263.30 120.20 0.76
263.63 120.20 0.77
263.95 120.20 0.77
264.27 120.20 0.78
264.60 120.20 0.78
264.92 120.20 0.79
265.24 120.20 0.79
265.57 120.20 0.80
265.89 120.20 0.81
266.21 120.20 0.81
266.54 120.20 0.82
266.86 120.20 0.82
267.18 120.20 0.83
267.51 120.20 0.84
267.83 120.20 0.84
268.15 120.20 0.85
268.47 120.20 0.86
268.80 120.20 0.86
269.12 120.20 0.87
269.44 120.20 0.88
269.77 120.20 0.89
270.09 120.20 0.89
270.41 120.20 0.90
270.74 120.20 0.91
271.06 120.20 0.91
271.38 120.20 0.92
271.71 120.20 0.93
272.03 120.20 0.93
272.35 120.20 0.94
272.68 120.20 0.94
273.00 120.20 0.95
