# Thet  eta  binding
246.82 79.80 0.44
247.14 79.80 0.45
247.46 79.80 0.45
247.79 79.80 0.45
248.11 79.80 0.46
248.43 79.80 0.46
248.76 79.80 0.47
249.08 79.80 0.47
249.40 79.80 0.48
249.73 79.80 0.48
250.05 79.80 0.48
250.37 79.80 0.49
250.70 79.80 0.49
251.02 79.80 0.50
251.34 79.80 0.50
251.67 79.80 0.51
251.99 79.80 0.51
252.31 79.80 0.51
252.64 79.80 0.52
252.96 79.80 0.52
253.28 79.80 0.53
253.61 79.80 0.53
253.93 79.80 0.54
254.25 79.80 0.54
254.58 79.80 0.55
254.90 79.80 0.55
255.22 79.80 0.55
255.55 79.80 0.56
255.87 79.80 0.56
256.19 79.80 0.57
256.52 79.80 0.57
256.84 79.80 0.58
257.16 79.80 0.58
257.48 79.80 0.58
257.81 79.80 0.59
258.13 79.80 0.59
258.45 79.80 0.60
258.78 79.80 0.60
259.10 79.80 0.61
259.42 79.80 0.61
259.75 79.80 0.62
260.07 79.80 0.62
260.39 79.80 0.62
260.72 79.80 0.63
261.04 79.80 0.63
261.36 79.80 0.64
261.69 79.80 0.64
262.01 79.80 0.65
262.33 79.80 0.65
262.66 79.80 0.66
262.98 79.80 0.66
263.30 79.80 0.67
263.63 79.80 0.67
263.95 79.80 0.68
264.27 79.80 0.68
264.60 79.80 0.69
264.92 79.80 0.69
265.24 79.80 0.70
265.57 79.80 0.70
265.89 79.80 0.71
266.21 79.80 0.71
266.54 79.80 0.72
266.86 79.80 0.72
267.18 79.80 0.73
267.51 79.80 0.73
267.83 79.80 0.74
268.15 79.80 0.74
268.47 79.80 0.75
268.80 79.80 0.75
269.12 79.80 0.76
269.44 79.80 0.76
269.77 79.80 0.77
270.09 79.80 0.77
270.41 79.80 0.78
270.74 79.80 0.78
271.06 79.80 0.79
271.38 79.80 0.80
271.71 79.80 0.80
272.03 79.80 0.81
272.35 79.80 0.82
272.68 79.80 0.83
273.00 79.80 0.83
241.00 81.41 0.37
241.32 81.41 0.37
241.65 81.41 0.37
241.97 81.41 0.38
242.29 81.41 0.38
242.62 81.41 0.39
242.94 81.41 0.39
243.26 81.41 0.39
243.59 81.41 0.40
243.91 81.41 0.40
244.23 81.41 0.41
244.56 81.41 0.41
244.88 81.41 0.41
245.20 81.41 0.42
245.53 81.41 0.42
245.85 81.41 0.43
246.17 81.41 0.43
246.49 81.41 0.44
246.82 81.41 0.44
247.14 81.41 0.45
247.46 81.41 0.45
247.79 81.41 0.46
248.11 81.41 0.46
248.43 81.41 0.46
248.76 81.41 0.47
249.08 81.41 0.47
249.40 81.41 0.48
249.73 81.41 0.48
250.05 81.41 0.49
250.37 81.41 0.49
250.70 81.41 0.50
251.02 81.41 0.50
251.34 81.41 0.50
251.67 81.41 0.51
251.99 81.41 0.51
252.31 81.41 0.52
252.64 81.41 0.52
252.96 81.41 0.53
253.28 81.41 0.53
253.61 81.41 0.53
253.93 81.41 0.54
254.25 81.41 0.54
254.58 81.41 0.55
254.90 81.41 0.55
255.22 81.41 0.56
255.55 81.41 0.56
255.87 81.41 0.57
256.19 81.41 0.57
256.52 81.41 0.57
256.84 81.41 0.58
257.16 81.41 0.58
257.48 81.41 0.59
257.81 81.41 0.59
258.13 81.41 0.60
258.45 81.41 0.60
258.78 81.41 0.61
259.10 81.41 0.61
259.42 81.41 0.61
259.75 81.41 0.62
260.07 81.41 0.62
260.39 81.41 0.63
260.72 81.41 0.63
261.04 81.41 0.64
261.36 81.41 0.64
261.69 81.41 0.65
262.01 81.41 0.65
262.33 81.41 0.66
262.66 81.41 0.66
262.98 81.41 0.67
263.30 81.41 0.67
263.63 81.41 0.68
263.95 81.41 0.68
264.27 81.41 0.69
264.60 81.41 0.69
264.92 81.41 0.70
265.24 81.41 0.70
265.57 81.41 0.71
265.89 81.41 0.71
266.21 81.41 0.72
266.54 81.41 0.72
266.86 81.41 0.73
267.18 81.41 0.73
267.51 81.41 0.74
267.83 81.41 0.74
268.15 81.41 0.75
268.47 81.41 0.75
268.80 81.41 0.76
269.12 81.41 0.76
269.44 81.41 0.77
269.77 81.41 0.77
270.09 81.41 0.78
270.41 81.41 0.78
270.74 81.41 0.79
271.06 81.41 0.79
271.38 81.41 0.80
271.71 81.41 0.81
272.03 81.41 0.82
272.35 81.41 0.82
272.68 81.41 0.83
273.00 81.41 0.84
241.00 83.03 0.37
241.32 83.03 0.37
241.65 83.03 0.37
241.97 83.03 0.38
242.29 83.03 0.38
242.62 83.03 0.39
242.94 83.03 0.39
243.26 83.03 0.39
243.59 83.03 0.40
243.91 83.03 0.40
244.23 83.03 0.41
244.56 83.03 0.41
244.88 83.03 0.42
245.20 83.03 0.42
245.53 83.03 0.42
245.85 83.03 0.43
246.17 83.03 0.43
246.49 83.03 0.44
246.82 83.03 0.44
247.14 83.03 0.45
247.46 83.03 0.45
247.79 83.03 0.46
248.11 83.03 0.46
248.43 83.03 0.47
248.76 83.03 0.47
249.08 83.03 0.47
249.40 83.03 0.48
249.73 83.03 0.48
250.05 83.03 0.49
250.37 83.03 0.49
250.70 83.03 0.50
251.02 83.03 0.50
251.34 83.03 0.51
251.67 83.03 0.51
251.99 83.03 0.51
252.31 83.03 0.52
252.64 83.03 0.52
252.96 83.03 0.53
253.28 83.03 0.53
253.61 83.03 0.54
253.93 83.03 0.54
254.25 83.03 0.55
254.58 83.03 0.55
254.90 83.03 0.55
255.22 83.03 0.56
255.55 83.03 0.56
255.87 83.03 0.57
256.19 83.03 0.57
256.52 83.03 0.58
256.84 83.03 0.58
257.16 83.03 0.59
257.48 83.03 0.59
257.81 83.03 0.59
258.13 83.03 0.60
258.45 83.03 0.60
258.78 83.03 0.61
259.10 83.03 0.61
259.42 83.03 0.62
259.75 83.03 0.62
260.07 83.03 0.63
260.39 83.03 0.63
260.72 83.03 0.64
261.04 83.03 0.64
261.36 83.03 0.65
261.69 83.03 0.65
262.01 83.03 0.66
262.33 83.03 0.66
262.66 83.03 0.67
262.98 83.03 0.67
263.30 83.03 0.68
263.63 83.03 0.68
263.95 83.03 0.69
264.27 83.03 0.69
264.60 83.03 0.70
264.92 83.03 0.70
265.24 83.03 0.71
265.57 83.03 0.71
265.89 83.03 0.72
266.21 83.03 0.72
266.54 83.03 0.73
266.86 83.03 0.73
267.18 83.03 0.74
267.51 83.03 0.74
267.83 83.03 0.75
268.15 83.03 0.75
268.47 83.03 0.76
268.80 83.03 0.76
269.12 83.03 0.76
269.44 83.03 0.77
269.77 83.03 0.78
270.09 83.03 0.78
270.41 83.03 0.79
270.74 83.03 0.79
271.06 83.03 0.80
271.38 83.03 0.81
271.71 83.03 0.82
272.03 83.03 0.82
272.35 83.03 0.83
272.68 83.03 0.84
273.00 83.03 0.85
241.00 84.65 0.37
241.32 84.65 0.37
241.65 84.65 0.37
241.97 84.65 0.38
242.29 84.65 0.38
242.62 84.65 0.39
242.94 84.65 0.39
243.26 84.65 0.39
243.59 84.65 0.40
243.91 84.65 0.40
244.23 84.65 0.41
244.56 84.65 0.41
244.88 84.65 0.42
245.20 84.65 0.42
245.53 84.65 0.43
245.85 84.65 0.43
246.17 84.65 0.43
246.49 84.65 0.44
246.82 84.65 0.44
247.14 84.65 0.45
247.46 84.65 0.45
247.79 84.65 0.46
248.11 84.65 0.46
248.43 84.65 0.47
248.76 84.65 0.47
249.08 84.65 0.48
249.40 84.65 0.48
249.73 84.65 0.49
250.05 84.65 0.49
250.37 84.65 0.49
250.70 84.65 0.50
251.02 84.65 0.50
251.34 84.65 0.51
251.67 84.65 0.51
251.99 84.65 0.52
252.31 84.65 0.52
252.64 84.65 0.53
252.96 84.65 0.53
253.28 84.65 0.53
253.61 84.65 0.54
253.93 84.65 0.54
254.25 84.65 0.55
254.58 84.65 0.55
254.90 84.65 0.56
255.22 84.65 0.56
255.55 84.65 0.57
255.87 84.65 0.57
256.19 84.65 0.58
256.52 84.65 0.58
256.84 84.65 0.58
257.16 84.65 0.59
257.48 84.65 0.59
257.81 84.65 0.60
258.13 84.65 0.60
258.45 84.65 0.61
258.78 84.65 0.61
259.10 84.65 0.62
259.42 84.65 0.62
259.75 84.65 0.63
260.07 84.65 0.63
260.39 84.65 0.64
260.72 84.65 0.64
261.04 84.65 0.64
261.36 84.65 0.65
261.69 84.65 0.65
262.01 84.65 0.66
262.33 84.65 0.66
262.66 84.65 0.67
262.98 84.65 0.68
263.30 84.65 0.68
263.63 84.65 0.69
263.95 84.65 0.69
264.27 84.65 0.70
264.60 84.65 0.70
264.92 84.65 0.71
265.24 84.65 0.71
265.57 84.65 0.72
265.89 84.65 0.72
266.21 84.65 0.73
266.54 84.65 0.73
266.86 84.65 0.74
267.18 84.65 0.74
267.51 84.65 0.75
267.83 84.65 0.75
268.15 84.65 0.75
268.47 84.65 0.76
268.80 84.65 0.76
269.12 84.65 0.77
269.44 84.65 0.77
269.77 84.65 0.78
270.09 84.65 0.79
270.41 84.65 0.79
270.74 84.65 0.80
271.06 84.65 0.81
271.38 84.65 0.81
271.71 84.65 0.82
272.03 84.65 0.83
272.35 84.65 0.84
272.68 84.65 0.85
273.00 84.65 0.86
241.00 86.26 0.37
241.32 86.26 0.37
241.65 86.26 0.37
241.97 86.26 0.38
242.29 86.26 0.38
242.62 86.26 0.39
242.94 86.26 0.39
243.26 86.26 0.39
243.59 86.26 0.40
243.91 86.26 0.40
244.23 86.26 0.41
244.56 86.26 0.41
244.88 86.26 0.42
245.20 86.26 0.42
245.53 86.26 0.43
245.85 86.26 0.43
246.17 86.26 0.44
246.49 86.26 0.44
246.82 86.26 0.45
247.14 86.26 0.45
247.46 86.26 0.45
247.79 86.26 0.46
248.11 86.26 0.46
248.43 86.26 0.47
248.76 86.26 0.47
249.08 86.26 0.48
249.40 86.26 0.48
249.73 86.26 0.49
250.05 86.26 0.49
250.37 86.26 0.50
250.70 86.26 0.50
251.02 86.26 0.51
251.34 86.26 0.51
251.67 86.26 0.51
251.99 86.26 0.52
252.31 86.26 0.52
252.64 86.26 0.53
252.96 86.26 0.53
253.28 86.26 0.54
253.61 86.26 0.54
253.93 86.26 0.55
254.25 86.26 0.55
254.58 86.26 0.56
254.90 86.26 0.56
255.22 86.26 0.56
255.55 86.26 0.57
255.87 86.26 0.57
256.19 86.26 0.58
256.52 86.26 0.58
256.84 86.26 0.59
257.16 86.26 0.59
257.48 86.26 0.60
257.81 86.26 0.60
258.13 86.26 0.61
258.45 86.26 0.61
258.78 86.26 0.61
259.10 86.26 0.62
259.42 86.26 0.62
259.75 86.26 0.63
260.07 86.26 0.63
260.39 86.26 0.64
260.72 86.26 0.64
261.04 86.26 0.65
261.36 86.26 0.65
261.69 86.26 0.66
262.01 86.26 0.66
262.33 86.26 0.67
262.66 86.26 0.67
262.98 86.26 0.68
263.30 86.26 0.68
263.63 86.26 0.69
263.95 86.26 0.69
264.27 86.26 0.70
264.60 86.26 0.71
264.92 86.26 0.71
265.24 86.26 0.72
265.57 86.26 0.72
265.89 86.26 0.73
266.21 86.26 0.73
266.54 86.26 0.74
266.86 86.26 0.74
267.18 86.26 0.74
267.51 86.26 0.75
267.83 86.26 0.75
268.15 86.26 0.76
268.47 86.26 0.76
268.80 86.26 0.77
269.12 86.26 0.77
269.44 86.26 0.78
269.77 86.26 0.79
270.09 86.26 0.79
270.41 86.26 0.80
270.74 86.26 0.81
271.06 86.26 0.81
271.38 86.26 0.82
271.71 86.26 0.83
272.03 86.26 0.84
272.35 86.26 0.85
272.68 86.26 0.86
273.00 86.26 0.86
241.00 87.88 0.37
241.32 87.88 0.37
241.65 87.88 0.37
241.97 87.88 0.38
242.29 87.88 0.38
242.62 87.88 0.39
242.94 87.88 0.39
243.26 87.88 0.40
243.59 87.88 0.40
243.91 87.88 0.40
244.23 87.88 0.41
244.56 87.88 0.41
244.88 87.88 0.42
245.20 87.88 0.42
245.53 87.88 0.43
245.85 87.88 0.43
246.17 87.88 0.44
246.49 87.88 0.44
246.82 87.88 0.45
247.14 87.88 0.45
247.46 87.88 0.46
247.79 87.88 0.46
248.11 87.88 0.47
248.43 87.88 0.47
248.76 87.88 0.48
249.08 87.88 0.48
249.40 87.88 0.48
249.73 87.88 0.49
250.05 87.88 0.49
250.37 87.88 0.50
250.70 87.88 0.50
251.02 87.88 0.51
251.34 87.88 0.51
251.67 87.88 0.52
251.99 87.88 0.52
252.31 87.88 0.53
252.64 87.88 0.53
252.96 87.88 0.54
253.28 87.88 0.54
253.61 87.88 0.54
253.93 87.88 0.55
254.25 87.88 0.55
254.58 87.88 0.56
254.90 87.88 0.56
255.22 87.88 0.57
255.55 87.88 0.57
255.87 87.88 0.58
256.19 87.88 0.58
256.52 87.88 0.59
256.84 87.88 0.59
257.16 87.88 0.59
257.48 87.88 0.60
257.81 87.88 0.60
258.13 87.88 0.61
258.45 87.88 0.61
258.78 87.88 0.62
259.10 87.88 0.62
259.42 87.88 0.63
259.75 87.88 0.63
260.07 87.88 0.64
260.39 87.88 0.64
260.72 87.88 0.65
261.04 87.88 0.65
261.36 87.88 0.66
261.69 87.88 0.66
262.01 87.88 0.67
262.33 87.88 0.67
262.66 87.88 0.68
262.98 87.88 0.68
263.30 87.88 0.69
263.63 87.88 0.69
263.95 87.88 0.70
264.27 87.88 0.70
264.60 87.88 0.71
264.92 87.88 0.71
265.24 87.88 0.72
265.57 87.88 0.72
265.89 87.88 0.73
266.21 87.88 0.73
266.54 87.88 0.74
266.86 87.88 0.74
267.18 87.88 0.75
267.51 87.88 0.75
267.83 87.88 0.76
268.15 87.88 0.76
268.47 87.88 0.77
268.80 87.88 0.77
269.12 87.88 0.78
269.44 87.88 0.78
269.77 87.88 0.79
270.09 87.88 0.80
270.41 87.88 0.80
270.74 87.88 0.81
271.06 87.88 0.82
271.38 87.88 0.83
271.71 87.88 0.84
272.03 87.88 0.84
272.35 87.88 0.85
272.68 87.88 0.86
273.00 87.88 0.87
241.00 89.49 0.37
241.32 89.49 0.37
241.65 89.49 0.37
241.97 89.49 0.38
242.29 89.49 0.38
242.62 89.49 0.39
242.94 89.49 0.39
243.26 89.49 0.40
243.59 89.49 0.40
243.91 89.49 0.40
244.23 89.49 0.41
244.56 89.49 0.41
244.88 89.49 0.42
245.20 89.49 0.42
245.53 89.49 0.43
245.85 89.49 0.43
246.17 89.49 0.44
246.49 89.49 0.44
246.82 89.49 0.45
247.14 89.49 0.45
247.46 89.49 0.46
247.79 89.49 0.46
248.11 89.49 0.47
248.43 89.49 0.47
248.76 89.49 0.48
249.08 89.49 0.48
249.40 89.49 0.49
249.73 89.49 0.49
250.05 89.49 0.50
250.37 89.49 0.50
250.70 89.49 0.51
251.02 89.49 0.51
251.34 89.49 0.51
251.67 89.49 0.52
251.99 89.49 0.52
252.31 89.49 0.53
252.64 89.49 0.53
252.96 89.49 0.54
253.28 89.49 0.54
253.61 89.49 0.55
253.93 89.49 0.55
254.25 89.49 0.56
254.58 89.49 0.56
254.90 89.49 0.57
255.22 89.49 0.57
255.55 89.49 0.57
255.87 89.49 0.58
256.19 89.49 0.58
256.52 89.49 0.59
256.84 89.49 0.59
257.16 89.49 0.60
257.48 89.49 0.60
257.81 89.49 0.61
258.13 89.49 0.61
258.45 89.49 0.62
258.78 89.49 0.62
259.10 89.49 0.63
259.42 89.49 0.63
259.75 89.49 0.64
260.07 89.49 0.64
260.39 89.49 0.65
260.72 89.49 0.65
261.04 89.49 0.66
261.36 89.49 0.66
261.69 89.49 0.67
262.01 89.49 0.67
262.33 89.49 0.68
262.66 89.49 0.68
262.98 89.49 0.69
263.30 89.49 0.69
263.63 89.49 0.70
263.95 89.49 0.70
264.27 89.49 0.71
264.60 89.49 0.71
264.92 89.49 0.72
265.24 89.49 0.72
265.57 89.49 0.73
265.89 89.49 0.73
266.21 89.49 0.74
266.54 89.49 0.74
266.86 89.49 0.75
267.18 89.49 0.75
267.51 89.49 0.76
267.83 89.49 0.76
268.15 89.49 0.77
268.47 89.49 0.77
268.80 89.49 0.78
269.12 89.49 0.78
269.44 89.49 0.79
269.77 89.49 0.80
270.09 89.49 0.80
270.41 89.49 0.81
270.74 89.49 0.82
271.06 89.49 0.83
271.38 89.49 0.83
271.71 89.49 0.84
272.03 89.49 0.85
272.35 89.49 0.86
272.68 89.49 0.87
273.00 89.49 0.88
241.00 91.11 0.37
241.32 91.11 0.37
241.65 91.11 0.37
241.97 91.11 0.38
242.29 91.11 0.38
242.62 91.11 0.39
242.94 91.11 0.39
243.26 91.11 0.40
243.59 91.11 0.40
243.91 91.11 0.41
244.23 91.11 0.41
244.56 91.11 0.41
244.88 91.11 0.42
245.20 91.11 0.42
245.53 91.11 0.43
245.85 91.11 0.43
246.17 91.11 0.44
246.49 91.11 0.44
246.82 91.11 0.45
247.14 91.11 0.45
247.46 91.11 0.46
247.79 91.11 0.46
248.11 91.11 0.47
248.43 91.11 0.47
248.76 91.11 0.48
249.08 91.11 0.48
249.40 91.11 0.49
249.73 91.11 0.49
250.05 91.11 0.50
250.37 91.11 0.50
250.70 91.11 0.51
251.02 91.11 0.51
251.34 91.11 0.52
251.67 91.11 0.52
251.99 91.11 0.53
252.31 91.11 0.53
252.64 91.11 0.54
252.96 91.11 0.54
253.28 91.11 0.54
253.61 91.11 0.55
253.93 91.11 0.55
254.25 91.11 0.56
254.58 91.11 0.56
254.90 91.11 0.57
255.22 91.11 0.57
255.55 91.11 0.58
255.87 91.11 0.58
256.19 91.11 0.59
256.52 91.11 0.59
256.84 91.11 0.60
257.16 91.11 0.60
257.48 91.11 0.61
257.81 91.11 0.61
258.13 91.11 0.62
258.45 91.11 0.62
258.78 91.11 0.62
259.10 91.11 0.63
259.42 91.11 0.63
259.75 91.11 0.64
260.07 91.11 0.64
260.39 91.11 0.65
260.72 91.11 0.65
261.04 91.11 0.66
261.36 91.11 0.66
261.69 91.11 0.67
262.01 91.11 0.68
262.33 91.11 0.68
262.66 91.11 0.69
262.98 91.11 0.69
263.30 91.11 0.70
263.63 91.11 0.70
263.95 91.11 0.71
264.27 91.11 0.71
264.60 91.11 0.72
264.92 91.11 0.72
265.24 91.11 0.73
265.57 91.11 0.73
265.89 91.11 0.74
266.21 91.11 0.74
266.54 91.11 0.75
266.86 91.11 0.75
267.18 91.11 0.76
267.51 91.11 0.76
267.83 91.11 0.77
268.15 91.11 0.77
268.47 91.11 0.78
268.80 91.11 0.78
269.12 91.11 0.79
269.44 91.11 0.80
269.77 91.11 0.80
270.09 91.11 0.81
270.41 91.11 0.82
270.74 91.11 0.82
271.06 91.11 0.83
271.38 91.11 0.84
271.71 91.11 0.85
272.03 91.11 0.86
272.35 91.11 0.87
272.68 91.11 0.87
273.00 91.11 0.88
241.00 92.73 0.37
241.32 92.73 0.37
241.65 92.73 0.37
241.97 92.73 0.38
242.29 92.73 0.38
242.62 92.73 0.39
242.94 92.73 0.39
243.26 92.73 0.40
243.59 92.73 0.40
243.91 92.73 0.41
244.23 92.73 0.41
244.56 92.73 0.42
244.88 92.73 0.42
245.20 92.73 0.43
245.53 92.73 0.43
245.85 92.73 0.44
246.17 92.73 0.44
246.49 92.73 0.45
246.82 92.73 0.45
247.14 92.73 0.46
247.46 92.73 0.46
247.79 92.73 0.47
248.11 92.73 0.47
248.43 92.73 0.48
248.76 92.73 0.48
249.08 92.73 0.49
249.40 92.73 0.49
249.73 92.73 0.49
250.05 92.73 0.50
250.37 92.73 0.50
250.70 92.73 0.51
251.02 92.73 0.51
251.34 92.73 0.52
251.67 92.73 0.52
251.99 92.73 0.53
252.31 92.73 0.53
252.64 92.73 0.54
252.96 92.73 0.54
253.28 92.73 0.55
253.61 92.73 0.55
253.93 92.73 0.56
254.25 92.73 0.56
254.58 92.73 0.57
254.90 92.73 0.57
255.22 92.73 0.58
255.55 92.73 0.58
255.87 92.73 0.58
256.19 92.73 0.59
256.52 92.73 0.59
256.84 92.73 0.60
257.16 92.73 0.60
257.48 92.73 0.61
257.81 92.73 0.61
258.13 92.73 0.62
258.45 92.73 0.62
258.78 92.73 0.63
259.10 92.73 0.63
259.42 92.73 0.64
259.75 92.73 0.64
260.07 92.73 0.65
260.39 92.73 0.65
260.72 92.73 0.66
261.04 92.73 0.66
261.36 92.73 0.67
261.69 92.73 0.67
262.01 92.73 0.68
262.33 92.73 0.68
262.66 92.73 0.69
262.98 92.73 0.69
263.30 92.73 0.70
263.63 92.73 0.71
263.95 92.73 0.71
264.27 92.73 0.72
264.60 92.73 0.72
264.92 92.73 0.73
265.24 92.73 0.73
265.57 92.73 0.74
265.89 92.73 0.74
266.21 92.73 0.75
266.54 92.73 0.75
266.86 92.73 0.76
267.18 92.73 0.76
267.51 92.73 0.77
267.83 92.73 0.77
268.15 92.73 0.78
268.47 92.73 0.78
268.80 92.73 0.79
269.12 92.73 0.79
269.44 92.73 0.80
269.77 92.73 0.81
270.09 92.73 0.81
270.41 92.73 0.82
270.74 92.73 0.83
271.06 92.73 0.84
271.38 92.73 0.85
271.71 92.73 0.85
272.03 92.73 0.86
272.35 92.73 0.87
272.68 92.73 0.88
273.00 92.73 0.89
241.00 94.34 0.37
241.32 94.34 0.37
241.65 94.34 0.37
241.97 94.34 0.38
242.29 94.34 0.38
242.62 94.34 0.39
242.94 94.34 0.39
243.26 94.34 0.40
243.59 94.34 0.40
243.91 94.34 0.41
244.23 94.34 0.41
244.56 94.34 0.42
244.88 94.34 0.42
245.20 94.34 0.43
245.53 94.34 0.43
245.85 94.34 0.44
246.17 94.34 0.44
246.49 94.34 0.45
246.82 94.34 0.45
247.14 94.34 0.46
247.46 94.34 0.46
247.79 94.34 0.47
248.11 94.34 0.47
248.43 94.34 0.48
248.76 94.34 0.48
249.08 94.34 0.49
249.40 94.34 0.49
249.73 94.34 0.50
250.05 94.34 0.50
250.37 94.34 0.51
250.70 94.34 0.51
251.02 94.34 0.52
251.34 94.34 0.52
251.67 94.34 0.53
251.99 94.34 0.53
252.31 94.34 0.54
252.64 94.34 0.54
252.96 94.34 0.54
253.28 94.34 0.55
253.61 94.34 0.55
253.93 94.34 0.56
254.25 94.34 0.56
254.58 94.34 0.57
254.90 94.34 0.57
255.22 94.34 0.58
255.55 94.34 0.58
255.87 94.34 0.59
256.19 94.34 0.59
256.52 94.34 0.60
256.84 94.34 0.60
257.16 94.34 0.61
257.48 94.34 0.61
257.81 94.34 0.62
258.13 94.34 0.62
258.45 94.34 0.63
258.78 94.34 0.63
259.10 94.34 0.64
259.42 94.34 0.64
259.75 94.34 0.65
260.07 94.34 0.65
260.39 94.34 0.66
260.72 94.34 0.66
261.04 94.34 0.67
261.36 94.34 0.67
261.69 94.34 0.68
262.01 94.34 0.68
262.33 94.34 0.69
262.66 94.34 0.69
262.98 94.34 0.70
263.30 94.34 0.70
263.63 94.34 0.71
263.95 94.34 0.71
264.27 94.34 0.72
264.60 94.34 0.72
264.92 94.34 0.73
265.24 94.34 0.73
265.57 94.34 0.74
265.89 94.34 0.74
266.21 94.34 0.75
266.54 94.34 0.75
266.86 94.34 0.76
267.18 94.34 0.76
267.51 94.34 0.77
267.83 94.34 0.78
268.15 94.34 0.78
268.47 94.34 0.79
268.80 94.34 0.79
269.12 94.34 0.80
269.44 94.34 0.81
269.77 94.34 0.81
270.09 94.34 0.82
270.41 94.34 0.83
270.74 94.34 0.84
271.06 94.34 0.84
271.38 94.34 0.85
271.71 94.34 0.86
272.03 94.34 0.87
272.35 94.34 0.88
272.68 94.34 0.89
273.00 94.34 0.89
241.00 95.96 0.37
241.32 95.96 0.37
241.65 95.96 0.38
241.97 95.96 0.38
242.29 95.96 0.38
242.62 95.96 0.39
242.94 95.96 0.39
243.26 95.96 0.40
243.59 95.96 0.40
243.91 95.96 0.41
244.23 95.96 0.41
244.56 95.96 0.42
244.88 95.96 0.42
245.20 95.96 0.43
245.53 95.96 0.43
245.85 95.96 0.44
246.17 95.96 0.44
246.49 95.96 0.45
246.82 95.96 0.45
247.14 95.96 0.46
247.46 95.96 0.46
247.79 95.96 0.47
248.11 95.96 0.47
248.43 95.96 0.48
248.76 95.96 0.48
249.08 95.96 0.49
249.40 95.96 0.49
249.73 95.96 0.50
250.05 95.96 0.50
250.37 95.96 0.51
250.70 95.96 0.51
251.02 95.96 0.52
251.34 95.96 0.52
251.67 95.96 0.53
251.99 95.96 0.53
252.31 95.96 0.54
252.64 95.96 0.54
252.96 95.96 0.55
253.28 95.96 0.55
253.61 95.96 0.56
253.93 95.96 0.56
254.25 95.96 0.57
254.58 95.96 0.57
254.90 95.96 0.58
255.22 95.96 0.58
255.55 95.96 0.59
255.87 95.96 0.59
256.19 95.96 0.60
256.52 95.96 0.60
256.84 95.96 0.61
257.16 95.96 0.61
257.48 95.96 0.62
257.81 95.96 0.62
258.13 95.96 0.62
258.45 95.96 0.63
258.78 95.96 0.63
259.10 95.96 0.64
259.42 95.96 0.65
259.75 95.96 0.65
260.07 95.96 0.66
260.39 95.96 0.66
260.72 95.96 0.67
261.04 95.96 0.67
261.36 95.96 0.68
261.69 95.96 0.68
262.01 95.96 0.69
262.33 95.96 0.69
262.66 95.96 0.70
262.98 95.96 0.70
263.30 95.96 0.71
263.63 95.96 0.71
263.95 95.96 0.72
264.27 95.96 0.72
264.60 95.96 0.73
264.92 95.96 0.73
265.24 95.96 0.74
265.57 95.96 0.74
265.89 95.96 0.75
266.21 95.96 0.75
266.54 95.96 0.76
266.86 95.96 0.76
267.18 95.96 0.77
267.51 95.96 0.77
267.83 95.96 0.78
268.15 95.96 0.79
268.47 95.96 0.79
268.80 95.96 0.80
269.12 95.96 0.80
269.44 95.96 0.81
269.77 95.96 0.82
270.09 95.96 0.83
270.41 95.96 0.83
270.74 95.96 0.84
271.06 95.96 0.85
271.38 95.96 0.86
271.71 95.96 0.87
272.03 95.96 0.87
272.35 95.96 0.88
272.68 95.96 0.89
273.00 95.96 0.90
241.00 97.58 0.37
241.32 97.58 0.37
241.65 97.58 0.38
241.97 97.58 0.38
242.29 97.58 0.38
242.62 97.58 0.39
242.94 97.58 0.39
243.26 97.58 0.40
243.59 97.58 0.40
243.91 97.58 0.41
244.23 97.58 0.41
244.56 97.58 0.42
244.88 97.58 0.42
245.20 97.58 0.43
245.53 97.58 0.43
245.85 97.58 0.44
246.17 97.58 0.44
246.49 97.58 0.45
246.82 97.58 0.45
247.14 97.58 0.46
247.46 97.58 0.47
247.79 97.58 0.47
248.11 97.58 0.48
248.43 97.58 0.48
248.76 97.58 0.49
249.08 97.58 0.49
249.40 97.58 0.50
249.73 97.58 0.50
250.05 97.58 0.51
250.37 97.58 0.51
250.70 97.58 0.52
251.02 97.58 0.52
251.34 97.58 0.53
251.67 97.58 0.53
251.99 97.58 0.54
252.31 97.58 0.54
252.64 97.58 0.55
252.96 97.58 0.55
253.28 97.58 0.55
253.61 97.58 0.56
253.93 97.58 0.56
254.25 97.58 0.57
254.58 97.58 0.57
254.90 97.58 0.58
255.22 97.58 0.58
255.55 97.58 0.59
255.87 97.58 0.59
256.19 97.58 0.60
256.52 97.58 0.60
256.84 97.58 0.61
257.16 97.58 0.61
257.48 97.58 0.62
257.81 97.58 0.62
258.13 97.58 0.63
258.45 97.58 0.63
258.78 97.58 0.64
259.10 97.58 0.64
259.42 97.58 0.65
259.75 97.58 0.65
260.07 97.58 0.66
260.39 97.58 0.66
260.72 97.58 0.67
261.04 97.58 0.67
261.36 97.58 0.68
261.69 97.58 0.69
262.01 97.58 0.69
262.33 97.58 0.70
262.66 97.58 0.70
262.98 97.58 0.71
263.30 97.58 0.71
263.63 97.58 0.72
263.95 97.58 0.72
264.27 97.58 0.73
264.60 97.58 0.73
264.92 97.58 0.74
265.24 97.58 0.74
265.57 97.58 0.75
265.89 97.58 0.75
266.21 97.58 0.76
266.54 97.58 0.76
266.86 97.58 0.77
267.18 97.58 0.77
267.51 97.58 0.78
